ano,ata,tipo,url
2011,943ª Sessão – 18.10.2011,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata-943.pdf
2011,944ª Sessão – 13.12.2011,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata-944.pdf
2012,945ª Sessão – 23.2.2012,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata-945.pdf
2012,946ª Sessão – 20.6.2012,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata-946.pdf
2012,947ª Sessão – 26.6.2012,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata-947.pdf
2012,948ª Sessão – 25.9.2012,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata-948.pdf
2012,949ª Sessão – 18.12.2012,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata-949.pdf
2013,950ª Sessão – 26.3.2013,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata-Co-26.3.2013.pdf
2013,951ª Sessão – 2.7.2013,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata_951_2.7.2013.pdf
2013,952ª Sessão – 1º.10.2013,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata-Co-1.10.2013.pdf
2014,953ª Sessão – 11.2.2014,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/ata_9533.pdf
2014,954ª Sessão – 25.2.2014,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata_954.pdf
2014,955ª Sessão – 25.3.2014,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata_955.pdf
2014,956ª Sessão – 20.5.2014,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/1.Ata_Co-200514-completa2.pdf
2014,957ª Sessão – 3.6.2014,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/2.Ata_Co-030614-completa1.pdf
2014,958ª Sessão – 26.8.2014,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata-958_26.8.2014_corrigida.pdf
2014,959ª Sessão – 2.9.2014,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/4.Ata_Co-020914-completa1.pdf
2014,960ª Sessão – 16.9.2014,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/5.Ata_Co-160914-completa1.pdf
2014,961ª Sessão – 11.11.2014,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata-111114-Completa1.pdf
2014,962ª Sessão – 18.11.2014,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata-962_18.11.2014_corrigida.pdf
2014,963ª Sessão – 9.12.2014,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/ata963_20150226160855.pdf
2015,964ª Sessão – 3.3.2015,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata-030315-Completa.pdf
2015,965ª Sessão – 7.4.2015,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata-070415-Completa.pdf
2015,966ª Sessão – 14.4.2015,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata-Co-140415-Completa_2.pdf
2015,967ª Sessão – 19.5.2015,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/ATA-DA-967_20150820174512.pdf
2015,968ª Sessão – 23.6.2015,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/ATA-DA-968_23.6.20151.pdf
2015,969ª Sessão – 25.8.2015,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata_Co_25.08.15.pdf
2015,970ª Sessão – 13.10.2015,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata-Co-13.10.152.pdf
2015,971ª Sessão – 10.11.2015,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata-Co-10.11.20152.pdf
2015,972ª Sessão – 8.12.2015,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata_Co-08-12-15-Completa2.pdf
2016,973ª Sessão – 1º.3.2016,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata-Completa-0103161.pdf
2016,974ª Sessão – 19.4.2016,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata-19.041.pdf
2016,975ª Sessão – 24.5.2016,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata-Co-24.051.pdf
2016,976ª Sessão – 12.7.2016,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata-Completa-12071621.pdf
2016,977ª Sessão – 4.10.2016,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata_Co-4.10.16.pdf
2016,978ª Sessão – 8.11.2016,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata-978_8.11.2016.pdf
2016,979ª Sessão – 6.12.2016,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata-Co_6.12.20161.pdf
2017,980ª – Sessão de 7.3.2017,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata-Co-07.03.17.pdf
2017,981ª – Sessão de 11.4.2017,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata_Co.11.04.2017_FINAL.pdf
2017,982ª – Sessão de 30.5.2017,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata-Completa-Co-30.05.pdf
2017,983ª – Sessão de 4.7.2017,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata-Co-04.07.2017_Completa.pdf
2017,984ª – Sessão de 26.9.2017,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata_Co-26.9.2017.pdf
2017,985ª – Sessão de 21.11.2017,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata_Co-21.11.2017.pdf
2017,986ª – Sessão de 28.11.2017,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata_Co_28.11.2017.pdf
2017,987ª – Sessão de 12.12.2017,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata-Co_12.12.2017.pdf
2018,988ª – Sessão de 13.3.2018,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/988_Sessão-de-13.3.20182.pdf
2018,989ª – Sessão de 29.5.2018,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/989_Sessão-de-29.5.2018.pdf
2018,990ª – Sessão de 26.6.2018,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata_Co_26.6.2018.pdf
2018,991ª – Sessão de 11.9.2018,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata-Co_11.9.2018.pdf
2018,992ª – Sessão de 13.11.2018,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata-Co-13.11.2018.pdf
2018,993ª – Sessão de 11.12.2018,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata-11.12.18.pdf
2019,994ª – Sessão de 19.3.2019,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata-Co-19.3.2019.pdf
2019,995ª – Sessão de 11.6.2019,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Co_11.6.2019.pdf
2019,996ª – Sessão de 25.6.2019,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Co_25.6.2019.pdf
2019,997ª – Sessão de 15.8.2019,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Co_15.8.2019.pdf
2019,998ª – Sessão de 27.8.2019,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata-Co-27.8.2019.pdf
2019,999ª – Sessão de 19.11.2019,Atas Co,http://www.usp.br/secretaria/wp-content/uploads/Ata-Co-19.11.2019.pdf
2010,Sessão de 9.2.2010,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata09022010.pdf
2010,Sessão de 8.3.2010,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata08032010.pdf
2010,Sessão de 23.3.2010,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata230320101.pdf
2010,Sessão de 13.4.2010,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata13042010.pdf
2010,Sessão de 10.5.2010,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata10052010.pdf
2010,Sessão de 24.5.2010,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata24052010.pdf
2010,Sessão de 9.8.2010,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata09082010.pdf
2010,Sessão de 30.8.2010,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata300820101.pdf
2010,Sessão de 20.9.2010,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata20092010.pdf
2010,Sessão de 18.10.2010,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata18102010.pdf
2010,Sessão de 8.11.2010,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata081120101.pdf
2010,Sessão de 22.11.2010,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-22.11.2010.pdf
2010,Sessão de 6.12.2010,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-6.12.2010.pdf
2011,Sessão de 14.2.2011,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/ATA-14.02.pdf
2011,Sessão de 14.3.2011,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/ATA-14.031.pdf
2011,Sessão de 11.4.2011,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/ATA-11.04.pdf
2011,Sessão de 28.4.2011,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/ATA-28.04.pdf
2011,Sessão de 9.5.2011,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/ATA-09.05.pdf
2011,Sessão de 23.5.2011,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/ATA-23.05.pdf
2011,Sessão de 6.6.2011,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/ATA-06.06.pdf
2011,Sessão de 20.6.2011,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/ATA-20.06.pdf
2011,Sessão de 8.8.2011,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/ATA-08.08.pdf
2011,Sessão de 22.8.2011,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/ATA-22.08.pdf
2011,Sessão de 5.9.2011,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-05.091.pdf
2011,Sessão de 19.9.2011,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-19.091.pdf
2011,Sessão de 3.10.2011,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-03.10.pdf
2011,Sessão de 17.10.2011,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-17.10.2011.pdf
2011,Sessão de 7.11.2011,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-7.11.2011.pdf
2011,Sessão de 21.11.2011,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-21.11.2011.pdf
2011,Sessão de 5.12.2011,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/ATA-05.12.pdf
2012,Sessão de 12.3.2012,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/ATA-COP-12.03.pdf
2012,Sessão de 26.3.2012,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-26.031.pdf
2012,Sessão de 23.4.2012,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/ATA-COP-23.04.pdf
2012,Sessão de 14.5.2012,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/ATA-COP-14.05.pdf
2012,Sessão de 28.5.2012,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-28.05.pdf
2012,Sessão de 25.6.2012,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-25.06.pdf
2012,Sessão de 13.8.2012,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-13.08.pdf
2012,Sessão de 27.8.2012,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-27.8.20121.pdf
2012,Sessão de 24.9.2012,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-24.9.20122.pdf
2012,Sessão de 22.10.2012,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-22.101.pdf
2012,Sessão de 12.11.2012,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-12.111.pdf
2012,Sessão de 10.12.2012,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-10.121.pdf
2013,Sessão de 18.2.2013,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-18.2.pdf
2013,Sessão de 8.4.2013,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-8.41.pdf
2013,Sessão de 22.4.2013,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-22.4.pdf
2013,Sessão de 6.5.2013,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-6.5.pdf
2013,Sessão de 3.6.2013,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-3.6.pdf
2013,Sessão de 1º.7.2013,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-1.7.pdf
2013,Sessão de 12.8.2013,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-12.8.pdf
2013,Sessão de 26.8.2013,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-26.8.pdf
2013,Sessão de 16.9.2013,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-16.9.pdf
2013,Sessão de 30.9.2013,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-30.91.pdf
2013,Sessão de 21.10.2013,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-21.101.pdf
2013,Sessão de 18.11.2013,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-18.11.pdf
2013,Sessão de 9.12.2013,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-9.121.pdf
2014,Sessão de 13.2.2014,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/ATA-COP-13.02.14_20150210152021.pdf
2014,Sessão de 18.2.2014,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/ATA-COP-18.02.2014.pdf
2014,Sessão de 18.3.2014,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/ATA-COP-18.03.2014.pdf
2014,Sessão de 1º.4.2014,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP_1.4.2014.pdf
2014,Sessão de 15.4.2014,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP_15.4.2014.pdf
2014,Sessão de 13.5.2014,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP_13.5.2014.pdf
2014,Sessão de 27.5.2014,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP_27.5.20141.pdf
2014,Sessão de 24.6.2014,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP_24.6.2014.pdf
2014,Sessão de 26.6.2014,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP_26.6.2014.pdf
2014,Sessão de 8.7.2014,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP_8.7.2014.pdf
2014,Sessão de 5.8.2014,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP_5.8.2014.pdf
2014,Sessão de 21.8.2014,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP_21.8.2014.pdf
2014,Sessão de 28.8.2014,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP_28.8.2014.pdf
2014,Sessão de 2.9.2014,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP_2.9.2014.pdf
2014,Sessão de 9.9.2014,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP_9.9.2014.pdf
2014,Sessão de 12.9.2014,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP_12.9.2014.pdf
2014,Sessão de 16.9.2014,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP_16.9.2014.pdf
2014,Sessão de 7.10.2014,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP_7.10.2014.pdf
2014,Sessão de 21.10.2014,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP_21.10.2014.pdf
2014,Sessão de 4.11.2014,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP_4.11.2014.pdf
2014,Sessão de 19.11.2014,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP_19.11.2014.pdf
2014,Sessão de 2.12.2014,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/ATA-COP-02.12.14.pdf
2014,Sessão de 9.12.2014,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/ATA-COP-09.12.14.pdf
2015,Sessão de 24.2.2015,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-24.2.15.pdf
2015,Sessão de 17.3.2015,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/ATA-COP-17.03.15.pdf
2015,Sessão de 28.4.2015,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-28.04.15.pdf
2015,Sessão de 15.5.2015,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-15.5.15.pdf
2015,Sessão de 9.6.2015,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-09.06.15.pdf
2015,Sessão de 16.6.2015,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-16.06.15.pdf
2015,Sessão de 18.8.2015,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP_18.8.2015.pdf
2015,Sessão de 15.9.2015,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-15.09.15.pdf
2015,Sessão de 8.10.2015,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-08.10.15.pdf
2015,Sessão de 3.11.2015,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/ATA-COP-03.11.15.pdf
2015,Sessão de 17.11.2015,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-17.11.2015.pdf
2015,Sessão de 1º.12.2015,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP_1.12.2015.pdf
2016,Sessão de 16.2.2016,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-16.02.161.pdf
2016,Sessão de 7.3.2016,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-07.03.161.pdf
2016,Sessão de 22.3.2016,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-22.03.16.pdf
2016,Sessão de 12.4.2016,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-12.04.16.pdf
2016,Sessão de 26.4.2016,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-26.04.16.pdf
2016,Sessão de 17.5.2016,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-17.05.16.pdf
2016,Sessão de 23.5.2016,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-23.05.16.pdf
2016,Sessão de 21.6.2016,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP-21.06.16.pdf
2016,Sessão de 5.7.2016,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP_5.7.2016.pdf
2016,Sessão de 2.8.2016,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP_2.8.2016.pdf
2016,Sessão de 16.8.2016,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP_16.8.2016.pdf
2016,Sessão de 13.9.2016,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP_13.9.2016.pdf
2016,Sessão de 27.9.2016,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP_27.9.2016.pdf
2016,Sessão de 1º.11.2016,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP_1.11.2016.pdf
2016,Sessão de 29.11.2016,Atas COP,http://www.usp.br/secretaria/wp-content/uploads/Ata-COP_29.11.2016.pdf
